,warszawa,warszawa,warszawa,warszawa,warszawa,warszawa,krakow,krakow,krakow,krakow,krakow,krakow,poznan,poznan,poznan,poznan,poznan,poznan,katowice,katowice,katowice,katowice,katowice,katowice,bialystok,bialystok,bialystok,bialystok,bialystok,bialystok
,pm25,pm10,no2,so2,o3,co,pm25,pm10,no2,so2,o3,co,pm25,pm10,no2,so2,o3,co,pm25,pm10,no2,so2,o3,co,pm25,pm10,no2,so2,o3,co
2018-12-21,42.27955056179776,51.1175,48.440888888888885,9.42208333333333,8.990890322580647,1306.1764705882354,52.24555194444444,57.940582289156616,68.49669789473685,12.93222255319149,10.318858695652175,1534.29375,38.09267500000001,38.817579166666675,31.233683333333342,10.507989375000001,10.272871250000001,641.461875,36.24545416666666,37.19508333333332,46.85907142857143,13.658420625000003,24.934329166666668,795.1833333333333,38.0,46.64958333333333,19.183333333333334,3.0708333333333333,14.541666666666666,558.6666666666666
2018-12-22,15.19218750000001,17.133229166666673,18.66239583333334,8.947291666666667,34.31541666666667,887.25,9.817523055555556,11.616882678571432,28.620435789473685,9.338099148936168,39.45152083333333,809.7906382978724,10.55074875,10.778615,12.522964166666666,10.245839791666667,37.42984166666667,485.890625,15.265279166666666,15.637345833333333,27.45919375,7.945803333333333,34.23804583333334,247.6433333333334,14.5,16.998750000000005,10.591666666666667,1.8458333333333339,33.458333333333336,463.5416666666667
2018-12-23,14.673229166666665,17.138333333333332,15.647708333333336,7.2316666666666665,40.218541666666674,802.0416666666666,21.63271041666666,22.373410952380954,31.2309894736842,7.684839583333333,20.38750916666666,894.451914893617,22.7479475,23.079679583333334,13.854120888888891,8.528075,29.110625,529.3126086956521,28.855637500000004,29.461716666666664,34.12397291666668,11.027266875,22.632033333333336,445.3958333333333,13.791666666666666,14.075833333333335,11.199999999999998,0.9217391304347826,26.0,418.75
2018-12-24,11.846979166666664,13.411473684210527,16.25875,6.192916666666666,33.82854166666666,833.25,11.705239861111115,12.984097857142858,21.679921894736843,6.643793333333331,33.47871250000001,720.9143750000002,7.767193749999998,7.968514166666668,10.383852083333332,7.560030416666664,46.19750000000001,423.52020833333313,23.261537500000003,24.001916666666663,19.06218958333334,9.824878958333331,30.623604166666667,194.40291666666667,12.5,12.771250000000004,13.399999999999999,0.8166666666666665,28.708333333333332,373.4583333333333
2018-12-25,16.729166666666664,19.42375,13.38979166666667,7.432916666666667,32.404166666666676,751.375,19.878172463768117,19.719676118421052,16.9353077173913,6.23919543478261,37.38136956521739,733.9208695652175,10.873509999999998,11.233547083333336,10.753244791666667,7.294640000000001,40.20592500000001,432.12499999999994,26.239773913043475,26.568269565217395,19.602957391304347,10.554646086956522,30.56972608695652,296.00913043478266,13.956521739130435,13.815217391304348,8.8,1.2652173913043476,39.391304347826086,351.69565217391306
2018-12-26,11.409574468085104,13.569999999999999,11.134468085106384,14.496250000000003,43.54270833333334,674.9090909090909,21.33740249999999,23.12560826388889,17.774259789473682,6.322104042553191,36.385904347826084,710.5268749999999,12.955270416666666,13.515247500000001,14.388781458333332,7.8035660416666675,45.31186666666665,441.20979166666666,27.089779166666673,27.643937499999996,23.18413166666667,12.133661458333336,31.575104166666666,158.42166666666665,8.125,10.477916666666664,5.095833333333333,1.1333333333333333,47.083333333333336,300.6666666666667
2018-12-27,15.343714285714281,18.661285714285707,15.322857142857146,13.351739130434783,24.18217391304348,801.3607954545455,20.677922537313428,22.44131421428572,26.111729999999994,7.180427333333335,22.7105,841.4318181818181,16.428272500000002,16.6731125,20.15688936170213,7.53084808510638,26.075975,498.6136170212765,35.515462500000005,36.79172499999999,40.77196249999998,12.397165625000001,13.51178875,381.0125,10.416666666666666,9.96375,14.059999999999999,0.9150000000000003,32.166666666666664,339.15
2018-12-28,12.12675,14.751875000000004,23.498809523809527,13.952727272727266,35.24344262295082,927.8125,23.068394769230768,26.68712039215686,31.558236144578306,8.17552142857143,19.61507142857143,845.125,11.061118095238095,11.34004,21.507080000000006,7.727469512195124,36.94142857142857,475.6658536585365,27.040309523809523,29.174819047619046,28.130083333333328,10.543504285714283,20.905728571428572,230.41428571428565,5.9,9.296190476190478,12.804761904761904,1.0380952380952384,41.333333333333336,308.7142857142857
2018-12-29,18.5746875,22.711458333333326,23.43635416666667,7.106874999999999,34.98968055555555,911.2916666666666,20.291978749999995,21.010831845238098,30.720430416666684,6.586935208333333,27.805675000000004,834.2179166666668,21.09917375,21.467086250000005,27.55752895833334,7.485237708333336,27.47069875,535.8252083333333,30.413581250000007,31.039099583333336,33.295998125000004,9.152127916666666,25.57201333333333,354.3945833333333,9.416666666666666,8.966666666666667,10.4375,1.0583333333333333,50.291666666666664,308.1666666666667
2018-12-30,19.59083333333334,22.16041666666666,20.841368421052632,5.909583333333331,16.862844444444438,953.4583333333334,19.50020902777779,19.85127440476191,25.05316875,8.164512708333334,18.42417291666667,874.1356249999999,14.017772500000005,14.183042916666666,16.198264791666663,7.961820833333334,39.575125,491.8327083333332,22.81841666666668,23.20340416666667,23.68806041666666,8.578024583333333,21.384295416666664,353.9279166666667,18.083333333333332,22.137083333333333,14.866666666666669,0.6749999999999999,19.083333333333332,436.9166666666667
2018-12-31,9.34918604651163,12.042441860465113,21.628181818181822,5.0285416666666665,47.85166666666666,891.7083333333334,15.446169861111109,16.664936904761912,29.906764105263168,5.99378659574468,35.25971304347826,742.8443750000005,11.801644285714286,12.11978357142857,10.457666428571429,6.936386428571429,54.99091428571428,424.88178571428574,27.091158749999995,28.12654541666667,21.215915416666665,10.140049583333337,35.16997499999999,277.94833333333327,11.875,9.537083333333333,13.854166666666666,1.0499999999999998,37.208333333333336,285.9166666666667
2019-01-01,16.293611111111105,19.696249999999996,12.875694444444441,2.5120833333333334,46.086111111111094,759.7083333333334,24.036935138888886,27.217677857142878,24.035790425531907,7.282992553191487,39.464275,799.2454347826088,17.37033166666666,17.954295833333337,8.440595833333338,8.607163125000001,52.084,462.05999999999995,29.87245416666667,30.68645833333333,22.029011666666666,10.5996575,29.780758333333335,300.10130434782616,17.25,14.09083333333333,6.349999999999999,1.4708333333333332,37.36343429776974,242.5
2019-01-02,6.692716049382719,8.0358024691358,17.865555555555552,1.4229166666666666,58.068873239436634,782.9166666666666,7.957301666666664,10.24228392857143,23.92908736842106,6.707544583333333,48.834008333333344,693.4162500000002,4.614860833333333,5.218182083333333,10.895292500000002,7.763704166666667,63.08046249999999,415.61562499999997,14.090736249999999,15.371083333333331,16.786409791666667,8.425144375000002,40.130195833333325,327.62249999999995,6.041666666666667,4.655416666666667,10.729166666666666,1.1000000000000003,37.51853526220615,245.83333333333334
2019-01-03,8.4659375,19.754583333333326,24.62541666666667,1.1683333333333332,58.323888888888895,851.7083333333334,9.763628333333337,12.721038333333334,28.302956249999998,5.943860000000002,46.89985416666667,720.7414583333334,7.509956250000001,8.180915416666666,17.274409583333338,7.054717499999999,60.004425,442.93375,23.738154166666664,26.44917083333334,21.921676875,12.181736666666666,33.759141666666665,293.22666666666663,4.142857142857143,5.1241666666666665,9.579166666666666,1.075,37.67363622664256,218.29166666666666
2019-01-04,21.392195121951218,28.086910569105683,31.123604651162797,3.194473684210526,32.28593023255815,940.9583333333334,23.725766250000007,27.526788928571424,35.3222884375,7.411754583333335,41.78063333333334,865.9604166666667,19.35520833333333,19.714916666666664,30.482815000000006,7.328295744680852,38.55214999999999,525.6029787234041,28.80100833333333,30.14350416666667,40.86415319148936,12.653121276595744,32.82672608695651,455.14124999999996,11.833333333333334,12.448333333333332,15.358333333333334,1.3791666666666664,37.828737191078964,300.5416666666667
2019-01-05,12.397753623188413,14.66405797101449,23.24385416666666,4.306875000000001,35.72557894736841,900.9583333333334,16.603306805555558,17.546967916666652,31.288641263157885,6.1634974468085115,32.73131608695652,843.0093750000001,9.384978333333331,9.537238333333333,14.010025416666666,7.9960177083333335,51.64698333333334,456.33041666666674,33.5449875,34.2987,32.201733333333344,11.853034583333331,32.236779166666665,206.01166666666663,10.833333333333334,12.50083333333333,12.037500000000003,1.2458333333333333,37.98383815551537,311.625
