,warszawa,warszawa,warszawa,warszawa,warszawa,warszawa,krakow,krakow,krakow,krakow,krakow,krakow,poznan,poznan,poznan,poznan,poznan,poznan,katowice,katowice,katowice,katowice,katowice,katowice,bialystok,bialystok,bialystok,bialystok,bialystok,bialystok
,pm25,pm10,no2,so2,o3,co,pm25,pm10,no2,so2,o3,co,pm25,pm10,no2,so2,o3,co,pm25,pm10,no2,so2,o3,co,pm25,pm10,no2,so2,o3,co
date.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-21,,,,,,,,,,,,,,,,,,,41.56084,42.592659999999995,20.914910000000003,9.770674000000001,23.20904,249.91,11.2,12.408,12.44,0.9,41.2,296.8
2018-11-22,,,,,,,,,,,,,,,,,,,46.076654166666664,49.0898695652174,31.509104166666656,13.310314285714286,15.636835416666669,303.80625000000003,12.625,20.359166666666663,19.879166666666666,0.7708333333333334,27.695652173913043,320.75
2018-11-23,,,,,,,,,,,,,,,,,,,67.66054583333333,69.71568333333333,45.78881041666667,16.33371666666667,3.306182083333334,641.0562500000001,19.458333333333332,23.777500000000003,12.904166666666669,0.6708333333333333,25.083333333333332,313.2916666666667
2018-11-24,,,,,,,,,,,,,,,,,,,54.79796666666666,58.3978625,42.87425000000001,12.57640208333333,3.9094329166666673,564.1479166666667,28.625,35.54791666666666,12.383333333333331,0.8958333333333335,15.541666666666666,441.5416666666667
2018-11-25,,,,,,,,,,,,,,,,,,,46.836170833333334,48.38715,33.07022291666666,14.028568125000005,6.624482500000002,315.08608695652174,38.375,50.09041666666667,12.091666666666669,0.8958333333333336,2.0416666666666665,552.25
2018-11-26,,,,,,,,,,,,,,,,,,,40.80465833333333,42.188266666666664,24.484131250000004,9.750947708333333,17.354145833333334,444.80375000000004,13.708333333333334,15.822083333333333,17.64583333333334,0.7124999999999999,21.166666666666668,450.375
2018-11-27,,,,,,,,,,,,,,,,,,,36.5451375,38.72084166666666,24.402691458333337,10.060495833333334,28.80230958333333,569.1620833333334,20.0,25.301666666666662,31.925000000000008,1.0958333333333334,21.916666666666668,746.4583333333334
2018-11-28,,,,,,,,,,,,,,,,,,,64.22861666666667,68.31398333333333,40.285647916666655,13.208653541666669,13.96598041666667,500.6933333333334,11.083333333333334,11.596666666666664,13.237499999999999,1.195833333333333,41.916666666666664,750.4583333333334
2018-11-29,,,,,,,,,,,,,,,,,,,44.14230416666666,47.41852916666667,56.928347916666674,13.206724999999993,14.530413749999996,657.8954166666666,9.5,13.223749999999997,3.25,0.7166666666666665,42.791666666666664,265.75
2018-11-30,,,,,,,,,,,,,,,,,,,51.167758333333325,54.53904166666666,61.302356249999995,16.430629166666666,12.161625833333334,527.2200000000001,16.75,22.64125,7.491666666666666,1.575,42.25,235.04166666666666
2018-12-01,,,,,,,,,,,,,,,,,,,60.01414583333334,62.608,46.24405416666667,19.960170270270275,14.30034041666667,690.84875,24.083333333333332,35.49,12.16666666666667,1.3624999999999998,21.708333333333332,351.125
